"Booking Status","Hotel Country Name","Room Nights","Guests"
"Cancelled","United Arab Emirates","6","1"
"Confirmed","United Arab Emirates","2","1"
"Cancelled","United Arab Emirates","23","2"
"Rejected","France","1","2"
"Cancelled","United Arab Emirates","1","3"
"Confirmed","Thailand","6","2"
"Cancelled","United Arab Emirates","1","1"
"Confirmed","United Arab Emirates","4","2"
"Rejected","Greece","6","6"
"Confirmed","United Arab Emirates","14","1"
"Confirmed","United Arab Emirates","4","2"
"Cancelled","Germany","1","1"
"Confirmed","Sri Lanka","3","2"
"Confirmed","United Arab Emirates","2","1"
"Confirmed","United Arab Emirates","3","1"
"Confirmed","Serbia","4","8"
"Confirmed","United Arab Emirates","1","1"
"Cancelled","Kenya","8","4"
"Rejected","Greece","2","5"
"Confirmed","United Arab Emirates","2","2"
"Confirmed","United Arab Emirates","5","1"
"Confirmed","United Arab Emirates","6","1"
"Cancelled","United Arab Emirates","6","1"
"Confirmed","Saudi Arabia","3","1"
"Cancelled","United Arab Emirates","6","1"
"Confirmed","United Arab Emirates","4","1"
"Cancelled","Portugal","7","2"
"Cancelled","Portugal","7","2"
"Cancelled","United Arab Emirates","6","2"
"Cancelled","Canada","1","2"
"Confirmed","United Arab Emirates","3","2"
"Confirmed","France","1","1"
"Cancelled","Armenia","6","1"
"Confirmed","Kenya","12","6"
"Cancelled","United Arab Emirates","3","4"
"Confirmed","United Arab Emirates","3","1"
"Cancelled","United Arab Emirates","3","1"
"Confirmed","United States","1","2"
"Confirmed","Mexico","2","2"
"Cancelled","Saudi Arabia","1","2"
"Cancelled","Canada","3","2"
"Cancelled","Saudi Arabia","4","4"
"Cancelled","Belgium","3","3"
"Cancelled","Canada","1","4"
"Confirmed","United States","1","2"
"Confirmed","Canada","1","2"
"Cancelled","Canada","1","2"
"Cancelled","Japan","5","2"
"Cancelled","Japan","5","2"
"Cancelled","Japan","5","2"
"Confirmed","Malaysia","2","2"
"Confirmed","United Arab Emirates","5","2"
"Confirmed","United Arab Emirates","7","1"
"Confirmed","United Arab Emirates","7","1"
"Cancelled","Japan","5","2"
"Cancelled","United States","1","2"
"Confirmed","Canada","1","1"
"Confirmed","Malaysia","4","2"
"Confirmed","Canada","2","4"
"Cancelled","Armenia","6","1"
"Cancelled","Greece","7","2"
"Confirmed","Saudi Arabia","1","1"
"Cancelled","United States","1","2"
"Confirmed","Saudi Arabia","2","2"
"Confirmed","Saudi Arabia","1","2"
"Confirmed","Saudi Arabia","1","2"
"Cancelled","Canada","1","3"
"Confirmed","United Arab Emirates","4","2"
"Confirmed","Saudi Arabia","1","2"
"Confirmed","United Arab Emirates","4","1"
"Cancelled","Canada","1","2"
"Confirmed","United Arab Emirates","2","2"
"Cancelled","Australia","6","5"
"Cancelled","Germany","1","2"
"Cancelled","United Arab Emirates","6","1"
"Confirmed","Canada","2","2"
"Rejected","France","10","3"
"Confirmed","United Arab Emirates","4","1"
"Cancelled","Kenya","4","2"
"Cancelled","United States","2","2"
"Cancelled","United States","6","4"
"Rejected","Greece","9","6"
"Cancelled","Kenya","4","2"
"Cancelled","Egypt","4","4"
"Confirmed","Saudi Arabia","1","1"
"Confirmed","United Arab Emirates","4","1"
"Cancelled","United Arab Emirates","3","1"
"Rejected","France","1","1"
"Confirmed","Netherlands","3","1"
"Cancelled","Egypt","5","4"
"Cancelled","Greece","8","1"
"Confirmed","Greece","3","2"
"Cancelled","Sri Lanka","2","2"
"Confirmed","Egypt","7","2"
"Confirmed","Turkey","5","3"
"Confirmed","Switzerland","9","18"
"Confirmed","Sri Lanka","1","2"
"Confirmed","Kenya","4","4"
"Rejected","United States","4","2"
"Confirmed","Greece","3","2"
"Confirmed","Saudi Arabia","3","1"
"Cancelled","United States","3","5"
"Cancelled","France","6","6"
"Confirmed","Saudi Arabia","6","3"
"Confirmed","Saudi Arabia","8","2"
"Confirmed","Saudi Arabia","2","1"
"Confirmed","Saudi Arabia","5","2"
"Cancelled","Saudi Arabia","5","1"
"Cancelled","Saudi Arabia","6","2"
"Rejected","Italy","2","4"
"Rejected","United States","2","2"
"Rejected","Turkey","2","2"
"Confirmed","Saudi Arabia","2","1"
"Cancelled","Greece","12","6"
"Confirmed","Saudi Arabia","1","1"
"Rejected","United States","1","4"
"Confirmed","Saudi Arabia","1","2"
"Confirmed","Saudi Arabia","2","1"
"Rejected","Japan","2","2"
"Confirmed","Canada","1","2"
"Confirmed","Greece","6","2"
"Cancelled","Greece","15","1"
"Cancelled","Sweden","6","1"
"Confirmed","Sweden","6","1"
"Cancelled","Netherlands","36","18"
"Rejected","Serbia","1","3"
"Confirmed","Oman","6","2"
"Rejected","Spain","9","18"
"Cancelled","Spain","9","18"
"Rejected","United States","3","2"
"Cancelled","Japan","5","2"
"Rejected","Spain","6","2"
"Rejected","United States","1","2"
"Confirmed","United Arab Emirates","2","2"
"Confirmed","Turkey","8","4"
"Cancelled","Italy","7","3"
"Confirmed","Saudi Arabia","1","2"
"Confirmed","United States","2","2"
"Confirmed","United States","2","2"
"Confirmed","United States","1","2"
"Confirmed","United States","3","1"
"Confirmed","United States","4","2"
"Cancelled","Kenya","12","6"
"Cancelled","United Arab Emirates","2","2"
"Rejected","France","1","4"
"Rejected","Greece","3","2"
"Rejected","United States","1","2"
"Cancelled","United States","2","5"
"Cancelled","Turkey","3","2"
"Confirmed","Saudi Arabia","5","1"
"Confirmed","Saudi Arabia","8","4"
"Cancelled","Sweden","4","2"
"Cancelled","Canada","5","1"
"Confirmed","Italy","6","4"
"Cancelled","Greece","4","4"
"Cancelled","United Arab Emirates","2","2"
"Confirmed","Saudi Arabia","1","1"
"Confirmed","United States","5","2"
"Confirmed","United States","2","2"
"Cancelled","Saudi Arabia","5","1"
"Cancelled","Greece","16","1"
"Confirmed","Greece","1","1"
"Cancelled","United Arab Emirates","2","2"
"Cancelled","United Arab Emirates","6","3"
"Cancelled","United Arab Emirates","6","3"
"Confirmed","United Arab Emirates","4","2"
"Confirmed","Panama","1","2"
"Confirmed","Canada","2","1"
"Confirmed","Panama","1","2"
"Cancelled","Canada","2","1"
"Confirmed","Saudi Arabia","3","1"
"Rejected","Italy","6","9"
"Confirmed","Saudi Arabia","2","1"
"Confirmed","Panama","1","2"
"Confirmed","United States","1","2"
"Confirmed","Mexico","1","2"
"Confirmed","Brazil","1","1"
"Confirmed","Canada","1","3"
"Confirmed","Canada","1","2"
"Confirmed","Canada","1","2"
"Confirmed","Canada","1","2"
"Cancelled","United States","2","4"
"Cancelled","United States","2","2"
"Confirmed","Sri Lanka","3","2"
"Cancelled","Singapore","2","3"
"Rejected","United Arab Emirates","1","2"
"Confirmed","Italy","7","7"
"Cancelled","Canada","1","2"
"Confirmed","United States","2","2"
"Cancelled","Indonesia","7","2"
"Cancelled","United States","2","2"
"Confirmed","Panama","1","1"
"Confirmed","Canada","7","1"
"Cancelled","Egypt","3","1"
"Cancelled","Greece","6","2"
"Confirmed","Saudi Arabia","1","1"
"Cancelled","Greece","9","1"
"Confirmed","Germany","1","2"
"Cancelled","United States","2","2"
"Cancelled","United States","5","2"
"Cancelled","United States","5","2"
"Cancelled","United States","3","1"
"Cancelled","Canada","2","2"
"Rejected","Greece","16","4"
"Cancelled","Canada","5","1"
"Rejected","United States","1","2"
"Cancelled","United States","2","3"
"Cancelled","Bulgaria","3","3"
"Confirmed","Canada","1","2"
"Cancelled","Turkey","3","2"
"Confirmed","France","1","2"
"Rejected","Saudi Arabia","3","1"
"Confirmed","United States","4","2"
"Confirmed","Canada","2","2"
"Rejected","Bulgaria","8","2"
"Confirmed","Panama","1","1"
"Confirmed","Saudi Arabia","1","2"
"Confirmed","Panama","1","2"
"Confirmed","Saudi Arabia","1","1"
"Confirmed","United States","1","2"
"Confirmed","United States","7","2"
"Confirmed","United States","1","1"
"Rejected","Canada","3","1"
"Confirmed","United States","1","1"
"Cancelled","United States","2","2"
"Confirmed","Saudi Arabia","2","1"
"Cancelled","United States","4","1"
"Confirmed","United States","2","2"
"Cancelled","United States","4","2"
"Confirmed","United States","1","2"
"Confirmed","United Arab Emirates","1","2"
"Cancelled","United States","1","2"
"Confirmed","Egypt","5","4"
"Cancelled","Canada","2","2"
"Cancelled","United States","1","4"
"Cancelled","United States","4","4"
"Rejected","United States","1","2"
"Cancelled","United States","2","4"
"Confirmed","United States","2","2"
"Confirmed","Kenya","1","2"
"Cancelled","Panama","1","3"
"Confirmed","Saudi Arabia","1","1"
"Cancelled","United States","12","4"
"Confirmed","Iraq","4","1"
"Confirmed","Saudi Arabia","1","2"
"Confirmed","Canada","1","2"
"Confirmed","United States","1","2"
"Cancelled","United States","4","2"
"Confirmed","United Arab Emirates","1","1"
"Cancelled","Greece","12","6"
"Cancelled","Peru","6","6"
"Rejected","Italy","4","1"
"Cancelled","Canada","1","2"
"Cancelled","United States","2","2"
"Confirmed","United States","1","2"
"Confirmed","United States","2","2"
"Confirmed","United States","1","2"
"Rejected","Dominican Republic","1","2"
"Confirmed","Panama","1","2"
"Confirmed","United States","4","1"
"Rejected","United States","1","2"
"Cancelled","Greece","4","2"
"Confirmed","Saudi Arabia","1","1"
"Confirmed","Saudi Arabia","1","1"
"Confirmed","United Arab Emirates","1","2"
"Confirmed","Saudi Arabia","2","2"
"Confirmed","Greece","5","2"
"Rejected","Cyprus","4","1"
"Rejected","Canada","2","2"
"Rejected","Dominican Republic","1","2"
"Rejected","Sri Lanka","8","8"
"Confirmed","Italy","2","4"
"Rejected","United States","3","2"
"Rejected","United States","3","1"
"Cancelled","Switzerland","4","4"
"Rejected","Italy","7","2"
"Cancelled","United States","1","2"
"Rejected","Mexico","4","1"
"Cancelled","United States","6","1"
"Rejected","United States","3","2"
"Cancelled","Saudi Arabia","2","2"
"Cancelled","Egypt","1","1"
"Rejected","United States","4","1"
"Rejected","United States","3","2"
"Confirmed","United States","1","1"
"Confirmed","Panama","1","3"
"Rejected","United States","1","2"
"Confirmed","Switzerland","3","2"
"Rejected","United Arab Emirates","8","4"
"Rejected","France","2","5"
"Rejected","United States","3","2"
"Cancelled","United States","4","2"
"Confirmed","Panama","1","3"
"Confirmed","United States","1","2"
"Confirmed","Turkey","7","2"
"Confirmed","Canada","1","2"
"Cancelled","Bulgaria","8","2"
"Cancelled","Saudi Arabia","5","1"
"Cancelled","Spain","3","2"
"Confirmed","Panama","1","3"
"Rejected","Mexico","6","3"
"Cancelled","United States","2","4"
"Cancelled","United States","1","1"
"Rejected","United States","3","2"
"Confirmed","Greece","2","2"
"Cancelled","Saudi Arabia","2","1"
"Confirmed","United States","3","1"
"Confirmed","United States","1","2"
"Cancelled","Sweden","29","2"
"Cancelled","United States","1","1"
"Cancelled","United Arab Emirates","2","2"
"Confirmed","United Arab Emirates","2","1"
"Confirmed","United Arab Emirates","4","2"
"Cancelled","United Arab Emirates","3","2"
"Confirmed","Panama","1","3"
"Cancelled","Bulgaria","16","16"
"Confirmed","Egypt","10","2"
"Cancelled","Cyprus","16","11"
"Confirmed","United Arab Emirates","4","3"
"Cancelled","Egypt","3","2"
"Confirmed","United States","2","2"
"Confirmed","Greece","5","4"
"Confirmed","United Arab Emirates","3","2"
"Confirmed","United Arab Emirates","4","2"
"Cancelled","Oman","13","2"
"Confirmed","United States","2","1"
"Confirmed","Saudi Arabia","4","1"
"Confirmed","United States","2","2"
"Confirmed","United States","1","2"
"Cancelled","United Arab Emirates","5","3"
"Confirmed","Panama","1","2"
"Confirmed","Panama","1","3"
"Confirmed","Canada","1","4"
"Cancelled","Italy","4","4"
"Confirmed","Egypt","5","2"
"Confirmed","Canada","1","2"
"Confirmed","United States","1","2"
"Cancelled","Saudi Arabia","11","1"
"Cancelled","Greece","7","2"
"Rejected","Australia","1","4"
"Confirmed","United Arab Emirates","4","2"
"Cancelled","Greece","12","1"
"Confirmed","United States","1","2"
"Confirmed","United States","1","1"
"Cancelled","Sweden","4","2"
"Confirmed","Panama","1","2"
"Confirmed","Saudi Arabia","2","1"
"Confirmed","United Arab Emirates","3","1"
"Cancelled","Canada","1","2"
"Cancelled","Egypt","3","1"
"Confirmed","United Arab Emirates","8","5"
"Cancelled","United States","1","2"
"Confirmed","Mexico","1","2"
"Cancelled","Saint Lucia","5","4"
"Cancelled","Portugal","3","2"
"Cancelled","United States","1","2"
"Rejected","Greece","5","5"
"Cancelled","Greece","1","1"
"Cancelled","Slovakia","2","1"
"Cancelled","United States","5","1"
"Confirmed","United States","1","2"
"Confirmed","Panama","5","2"
"Confirmed","Greece","1","2"
"Confirmed","Panama","1","2"
"Confirmed","United States","3","3"
"Confirmed","Greece","3","2"
"Cancelled","United States","1","2"
"Cancelled","Greece","7","2"
"Cancelled","Greece","7","2"
"Confirmed","Greece","2","2"
"Confirmed","France","8","4"
"Cancelled","Greece","20","9"
"Cancelled","Greece","6","1"
"Cancelled","Greece","6","2"
"Confirmed","Italy","4","2"
"Cancelled","Spain","2","4"
"Cancelled","United States","4","4"
"Rejected","Italy","4","4"
"Cancelled","United States","3","2"
"Cancelled","United States","3","2"
"Confirmed","Panama","1","1"
"Cancelled","Portugal","3","2"
"Confirmed","Panama","1","3"
"Confirmed","Panama","1","2"
"Confirmed","Panama","1","2"
"Confirmed","United States","3","4"
"Cancelled","Greece","2","2"
"Cancelled","United States","4","2"
"Cancelled","Greece","4","1"
"Cancelled","Italy","10","4"
"Cancelled","Italy","2","1"
"Confirmed","Tanzania","7","2"
"Confirmed","Tanzania","7","2"
"Cancelled","Czech Republic","3","2"
"Confirmed","Italy","2","2"
"Confirmed","Panama","3","3"
"Confirmed","United Arab Emirates","3","2"
"Cancelled","Japan","5","2"
"Confirmed","El Salvador","1","1"
"Confirmed","Greece","1","2"
"Cancelled","Greece","1","2"
"Confirmed","Saudi Arabia","6","1"
"Rejected","Austria","2","2"
"Confirmed","Thailand","10","3"
"Rejected","El Salvador","1","1"
"Confirmed","Austria","11","1"
"Confirmed","Turkey","8","5"
"Confirmed","Colombia","2","3"
"Confirmed","Colombia","3","2"
"Cancelled","Canada","2","3"
"Cancelled","France","6","1"
"Cancelled","Greece","2","2"
"Confirmed","Oman","1","1"
"Confirmed","Poland","2","1"
"Cancelled","Greece","4","4"
"Rejected","Colombia","3","2"
"Cancelled","Spain","4","1"
"Confirmed","Spain","7","3"
"Rejected","Colombia","3","2"
"Cancelled","Spain","7","2"
"Cancelled","United States","4","2"
"Rejected","France","22","4"
"Rejected","United Arab Emirates","4","1"
"Cancelled","United Arab Emirates","4","1"
"Confirmed","United Arab Emirates","4","1"
"Confirmed","United Arab Emirates","4","1"
"Confirmed","United Arab Emirates","4","1"
"Rejected","Turkey","6","2"
"Confirmed","Greece","4","2"
"Confirmed","Greece","3","2"
"Cancelled","United States","3","1"
"Cancelled","United States","3","1"
"Cancelled","United States","2","1"
"Confirmed","Dominican Republic","2","2"
"Cancelled","Spain","18","6"
"Cancelled","Spain","6","6"
"Confirmed","Saudi Arabia","4","2"
"Cancelled","Saudi Arabia","4","2"
"Rejected","Colombia","4","3"
"Confirmed","Argentina","3","1"
"Rejected","Colombia","4","3"
"Confirmed","Greece","3","2"
"Confirmed","Greece","3","2"
"Confirmed","Panama","1","3"
"Confirmed","Spain","2","2"
"Confirmed","United States","1","2"
"Confirmed","Iraq","1","1"
"Confirmed","Colombia","4","8"
"Confirmed","Morocco","4","2"
"Cancelled","United States","3","2"
"Confirmed","Switzerland","2","2"
"Cancelled","Greece","6","2"
"Cancelled","Panama","6","4"
"Confirmed","United Arab Emirates","7","2"
"Cancelled","Spain","7","3"
"Cancelled","Greece","6","2"
"Confirmed","United States","4","3"
"Confirmed","Turkey","3","1"
"Confirmed","United States","3","2"
"Cancelled","United States","2","2"
"Confirmed","United States","3","1"
"Cancelled","United States","3","2"
