"Hotel Name","Hotel ID"
"Best Western Plus Amedia Wien","2190448"
"Hyatt Place Bangkok Sukhumvit 1","2499998"
"Best Western Plus Hotel Terraza","1720378"
"BEST WESTERN PLUS Hotel Arcadia","3566997"
"Manesol Boutique Galata","2592327"
"Hotel Mediterraneo","1203076"
"Hotel GHL Relax Corales de Indias","2677942"
"Econo Lodge Inn & Suites","1065415"
"Sure Hotel by Best Western Paris Gare du Nord","1085218"
"NEMA Design Hotel & Spa","96050654"
"IntercityHotel Muscat","21727745"
"XERION HOTEL","25616475"
"EL GRECO RESORT HOTEL","1036399"
"Hotel Cartagena Dubai","17699558"
"Hotel Anaco","1513384"
"GHT Aquarium & SPA","1506853"
"Hotel Cartagena Dubai","17699558"
"Secrets Bahía Real Resort & Spa","1137442"
"The Manhattan at Times Square Hotel","1576488"
"Hôtel Horset Opéra, Best Western Premier Collection","1720571"
"voco Dubai","2225317"
"voco Dubai","2225317"
"voco Dubai","2225317"
"voco Dubai","2225317"
"voco Dubai","2225317"
"Piya Sport Hotel","8416295"
"Dave Red Athens - Son of a Brown","11267035"
"Stella Island Luxury Resort & Spa","98838144"
"1818 Meridian House","1413457"
"AxelBeach Miami South Beach - Adults Only","3730634"
"Best Western Lafayette Inn","2937799"
"Ramada by Wyndham Princess Santo Domingo","1578146"
"BEST WESTERN PREMIER Hotel Dante","2933528"
"BEST WESTERN PREMIER Hotel Dante","2933528"
"Saja Al Madinah .","71782436"
"Saja Al Madinah .","71782436"
"Hotel Cartagena Dubai","17699558"
"Marcopolo Suites Calafate","1069152"
"Hotel Cartagena Dubai","17699558"
"Stella Island Luxury Resort & Spa","98838144"
"Stella Island Luxury Resort & Spa","98838144"
"Crowne Plaza Panama Airport","71595518"
"Hotel Los Condes","1043598"
"Best Western Innsuites Yuma Mall Hotel & Suites","2536794"
"Slemani Rotana","55765547"
"Hotel Greenview Medellin","2577778"
"Best Western Plus Casablanca City Center","77662448"
"Best Western Plus Miami-Doral/Dolphin Mall","1238070"
"Royal Hotel Zurich","1338792"
"Royal Myconian Resort - Leading Hotels of the World","3133319"
"Hospedium Princess Hotel Panamá","2060343"
"Hyatt Centric Jumeirah Dubai","56576517"
"Sercotel Playa Canteras","1264683"
"Royal Myconian Resort - Leading Hotels of the World","3133319"
"Best Western Plus Miami-Doral/Dolphin Mall","1238070"
"Almina Inn Hotel","7781250"
"Millennium Maxwell House Nashville","1445905"
"The Gates Hotel Key West","1821469"
"The STRAT Hotel, Casino & Tower","3575572"
"Best Western Grant Park Hotel","1303676"
